2019-03-13,5784.72300,2019-03-13 21:04:51,8f4a00a3
你看她笑的多开心,1251.81000,2019-03-13 21:11:28,60abcfab
错的不是我，错的是整个世界，神罗天征,4269.35200,2019-03-13 21:15:25,bd451737
这男主即使变好了也应该有报应,805.71200,2019-03-13 21:17:36,364f4023
以声之色，塑花之形，将你之名，刻于我心,6270.16500,2019-03-13 21:18:00,8f4a00a3
我爱刘彤,6360.58100,2019-03-13 21:22:06,1983b220
2019-3-12,5780.76900,2019-03-13 21:23:53,941336b3
第四遍了,33.92100,2019-03-13 21:24:57,cc658cab
硝子好看,290.57000,2019-03-13 21:30:43,cc658cab
我是色纸我喔女 本地骂人土话,4049.75600,2019-03-13 21:36:58,9521571
我TM 老子蛮子上去就是3刀打死个狗比,4146.85600,2019-03-13 21:39:07,9521571
2019-3-13,5829.66400,2019-03-13 21:42:06,6eccab7f
婆婆走好,4546.90300,2019-03-13 21:44:22,a6b4f227
以声之色。塑花之形。将你之名。刻在我心,6280.87300,2019-03-13 21:51:00,6eccab7f
2019-3-13,5815.76400,2019-03-13 21:51:01,60be4336
高须龙儿,1522.84000,2019-03-13 21:51:42,4aacb0e4
一个高中生赚十万。。。我白活了,1390.66300,2019-03-13 21:55:25,cc658cab
我是傻壁,6328.66500,2019-03-13 21:55:58,19eb44dd
不会吧，垂直过山车要坐就坐第一排，爽炸，最好一个人坐,3753.29000,2019-03-13 21:56:23,60abcfab
摸胸的你是吃魔鬼长大的吗,3800.01000,2019-03-13 21:57:25,60abcfab
said si ge！  na love tuo！,1918.63500,2019-03-13 21:59:08,6ce511a2
关弹幕观看,8.14000,2019-03-13 22:00:54,60cec7ce
哔哔哔哔哔哔哔,4043.92000,2019-03-13 22:01:41,60abcfab
23333,2404.00000,2019-03-13 22:02:50,c08c96b6
天道好轮回,2575.64400,2019-03-13 22:06:39,c08c96b6
听不见的人有很大的概率不会说话，因为他们不知道怎么样去读,421.42600,2019-03-13 22:07:42,16ce79cd
老师其实还是很好的,429.90200,2019-03-13 22:08:00,16ce79cd
6666,2664.47800,2019-03-13 22:09:54,c08c96b6
人类就是喜欢因为别人和自己不一样就去排挤别人,551.63200,2019-03-13 22:11:23,16ce79cd
会装,919.78300,2019-03-13 22:11:55,864d9e50
以声之色，塑花之形，将你之名，刻于我心以声之色，塑花之形，将你之名，刻于我心以声之色，塑花之形，将你之名，刻于我心以声之色，塑花之形，将你之名，刻于我心,6276.31200,2019-03-13 22:14:42,a6b4f227
我从未见过如此厚颜无耻之人,911.36200,2019-03-13 22:18:28,16ce79cd
就是不爽你，你应该庆幸我打不到你,748.75400,2019-03-13 22:18:59,f6843dcb
如果我知道自己孩子欺负人，他怎么欺负别人我就怎么欺负他,960.47100,2019-03-13 22:19:55,16ce79cd
老师你把我吓到了,873.71300,2019-03-13 22:21:32,f6843dcb
2019_3—13,5773.73800,2019-03-13 22:30:04,95a0ebea
新人补番,67.95100,2019-03-13 22:31:49,8998c8b0
马尾赛高,3395.63600,2019-03-13 22:32:29,2b428658
2019-3-13,249.91500,2019-03-13 22:36:13,ae07ccf2
谢谢你,6362.18500,2019-03-13 22:36:21,aa54f5d7
yx 我永远爱你,4832.23400,2019-03-13 22:37:14,7616251d
ありがとう,6521.74600,2019-03-13 22:39:20,aa54f5d7
快把杀老师叫过来,3569.39700,2019-03-13 22:40:18,240a7582
萨biu,2177.78700,2019-03-13 22:40:47,f2321c37
我看了三次，从不剧透,2104.66400,2019-03-13 22:43:29,16ce79cd
石田，我月亮你啊,3414.30600,2019-03-13 22:47:08,24007e34
。。在日本跳河就要停学的吗,2273.56700,2019-03-13 22:48:58,16ce79cd
植野一直喜欢男主啊,3064.51500,2019-03-13 22:53:21,60cec7ce
 感谢,6227.18100,2019-03-13 23:00:53,82271e6c
我尼玛，比起黑长直，我更讨厌她,4139.33600,2019-03-13 23:01:19,cc658cab
卧槽，你们不说我真以为是鳄鱼,2133.93300,2019-03-13 23:01:44,864d9e50
以声之色，塑花之行，将你之名，刻于我心,6271.55500,2019-03-13 23:02:49,82271e6c
感谢陪伴,6336.60000,2019-03-13 23:04:08,82271e6c
感谢陪伴,6389.78500,2019-03-13 23:06:07,1c01f2d4
感谢陪伴,6395.58500,2019-03-13 23:06:17,1c01f2d4
别人的家长。。。,4497.00100,2019-03-13 23:07:43,ee7faf04
婆婆走好,4519.34900,2019-03-13 23:09:59,cc658cab
水门？,1829.24100,2019-03-13 23:10:14,df7f4d55
这个比植野看着难受多了,4113.38200,2019-03-13 23:11:23,60cec7ce
植野啥都没干，只是单纯的不喜欢，讨厌而已，表露出来了,4275.10200,2019-03-13 23:14:29,60cec7ce
迦勒底拒绝介入调查,3998.31900,2019-03-13 23:16:41,294d5ac5
486化。。。。,4694.47700,2019-03-13 23:21:37,60cec7ce
感谢绿字,6227.70000,2019-03-13 23:22:17,4aacb0e4
乐景笑到我了。。。。。,4762.39700,2019-03-13 23:22:54,60cec7ce
2019 3 13,6372.58400,2019-03-13 23:25:01,ce2d41f6
核爆,4928.89500,2019-03-13 23:26:12,60cec7ce
核能,4931.81400,2019-03-13 23:26:18,60cec7ce
我看弹幕还有喜欢这女生的没,3283.72700,2019-03-13 23:26:34,864d9e50
以声之色，塑花之形，将你之名，刻于我心。,6293.67600,2019-03-13 23:28:00,63aa396c
lv5:上升气流。。。。。给我吹！！！,5071.49300,2019-03-13 23:29:01,60cec7ce
突然，我的脸好疼，发现手机打了我一个大嘴巴子,5786.37600,2019-03-13 23:29:27,57a9e06d
为啥还有人洗她，这行为本来就不尊重人,3349.52300,2019-03-13 23:29:48,864d9e50
这里的BGM配的很不错，渐渐的随着剧情的变化在加快,4962.27300,2019-03-13 23:31:26,cc658cab
我觉得这部剧有超过你的名字的潜力，可能是表现得还不够,5351.43300,2019-03-13 23:34:15,60cec7ce
黑长直很正常,5355.75400,2019-03-13 23:34:29,60cec7ce
这部里面最讨厌金毛,5377.17300,2019-03-13 23:35:01,60cec7ce
地板好亮,6114.69800,2019-03-13 23:36:18,aa7269f5
亮到反光,6115.65800,2019-03-13 23:36:33,aa7269f5
孩子哭的声音,5565.11200,2019-03-13 23:38:18,60cec7ce
以声之色，塑花之形，将你之名，刻于我心,6282.80400,2019-03-13 23:38:23,ee7faf04
开头见,6356.70600,2019-03-13 23:39:44,57a9e06d
这里大概是因为女二也被孤立了,3213.04000,2019-03-13 23:46:27,c3b253d7
扔出一个玻璃球,5047.44200,2019-03-13 23:50:06,1eeadc40
2019-3-12,5787.65600,2019-03-13 23:51:43,cc658cab
2019-3-13,268.06800,2019-03-13 23:52:25,5c00cc15
团灭啊,4382.39800,2019-03-13 23:52:26,864d9e50
说你们高能发早了,4806.49900,2019-03-14 00:03:54,864d9e50
以声之色，塑花之形，将你之名 刻于我心,6272.64100,2019-03-14 00:05:43,218a5c59
你们高能发早了,4851.15900,2019-03-14 00:05:54,864d9e50
扁的？,4809.16500,2019-03-14 00:07:13,60abcfab
这下是真高能了,4974.39900,2019-03-14 00:08:09,864d9e50
植野看不惯女主这样软,4042.43900,2019-03-14 00:08:57,9b99cb48
2019--3--14,265.60600,2019-03-14 00:11:28,e0735ef6
又来看西宫了,12.27900,2019-03-14 00:21:02,ebd23c39
抱走硝子,233.93900,2019-03-14 00:25:06,ebd23c39
如果声音有颜色，那么一定是世界上最美的东西,339.79800,2019-03-14 00:27:22,ebd23c39
看腿吧,5970.78500,2019-03-14 00:28:11,948423cf
男主意识到喜欢的事被吃了？,5906.22800,2019-03-14 00:31:43,c3b253d7
我和你能做朋友吗,766.80200,2019-03-14 00:35:02,ebd23c39
2019314,6355.56800,2019-03-14 00:36:22,671853ce
前方高能,4969.21400,2019-03-14 00:44:43,c08ff12e
烧钱部分,1276.12100,2019-03-14 00:44:59,ebd23c39
前方高能,5010.21700,2019-03-14 00:45:28,c08ff12e
前方高能,1308.90200,2019-03-14 00:45:37,ebd23c39
被剪了好多,5239.35700,2019-03-14 00:49:45,c08ff12e
那个不是凌小路嘛？,3581.06300,2019-03-14 01:02:07,1bef42ab
婆婆走好,4533.06900,2019-03-14 01:04:20,5c00cc15
以声之色，塑花之形，将你之名，刻于我心,6271.77700,2019-03-14 01:05:59,3a421dc8
以声之色，塑花之形，将你之名，刻于我心,6274.89300,2019-03-14 01:06:10,3a421dc8
以声之色，塑花之形，将你之名，刻于我心,6274.89300,2019-03-14 01:06:15,3a421dc8
以声之色，塑花之形，将你之名，刻于我心,6274.89300,2019-03-14 01:06:19,3a421dc8
以声之色，塑花之形，将你之名，刻于我心,6274.89300,2019-03-14 01:06:25,3a421dc8
以声之色，塑花之形，将你之名，刻于我心,6274.89300,2019-03-14 01:06:31,3a421dc8
米子哈的是魔鬼吧？？！,5537.65500,2019-03-14 01:07:17,a78ce7e1
前面米子哈蹩说话,5660.57400,2019-03-14 01:09:24,a78ce7e1
吃掉的那个你是魔鬼吗,2482.22000,2019-03-14 01:10:12,ebd23c39
2019-3-14,5808.05200,2019-03-14 01:12:07,a78ce7e1
谢谢绿君,6236.04300,2019-03-14 01:19:14,a78ce7e1
三叶？,4802.27600,2019-03-14 01:23:17,1bef42ab
你的名字，烟花,4816.59700,2019-03-14 01:23:44,1bef42ab
2019:03:14,6332.87400,2019-03-14 01:25:46,b589c54e
从侧面看，烟花是圆的还是扁的,4882.78600,2019-03-14 01:25:53,1bef42ab
wao,5064.38500,2019-03-14 01:29:00,1bef42ab
哇,5066.30500,2019-03-14 01:29:04,1bef42ab
我爱平底锅,5055.95700,2019-03-14 01:29:44,1bef42ab
以声之色，塑以花之形，将你之名，刻于我心❤,6284.42400,2019-03-14 01:34:25,5c00cc15
她曾经活过啊,5280.64200,2019-03-14 01:35:11,1bef42ab
学会生活，做好自己。,6372.04400,2019-03-14 01:36:19,5c00cc15
深夜补番,6239.61900,2019-03-14 01:52:36,1bef42ab
2019/03/14 - 白色情人节,5943.27400,2019-03-14 02:51:19,7e43ceb2
9102-3-14,264.36000,2019-03-14 03:07:33,f8a0fb7f
好感动！,6501.73600,2019-03-14 03:11:12,a524c6b9
酒桶交闪了，来野区蹲一波,2718.30500,2019-03-14 03:19:19,7e5914e1
2019-3-14,5779.50300,2019-03-14 03:20:57,208cd66
2019-3-14-03:22,5818.01300,2019-03-14 03:22:12,208cd66
以声之色  塑花之形  将你之名  刻于我心,6273.44700,2019-03-14 03:54:24,513bccfb
婆婆走好,4525.89700,2019-03-14 04:36:23,1f462712
这要是新海诚导演，结局就换了,6339.81000,2019-03-14 06:22:09,c64043f0
忍不住的快进键,2134.21200,2019-03-14 06:26:10,4591c364
粗鄙之语,3279.54700,2019-03-14 07:06:13,df7f4d55
新人,101.49100,2019-03-14 07:08:57,a02f64ea
以声之色，塑以花之形，将你之名，刻于我心,6268.40100,2019-03-14 08:45:14,bf8aab58
2019-3-14,6316.16100,2019-03-14 08:46:08,bf8aab58
2019-3-14,6349.44100,2019-03-14 08:46:45,bf8aab58
男的还是女的？,2426.36300,2019-03-14 08:57:52,ddfb9b38
好帅啊,2447.06200,2019-03-14 08:58:19,ddfb9b38
是男的就好了,2448.82200,2019-03-14 08:58:31,ddfb9b38
@面码,5493.22800,2019-03-14 09:00:13,b5f660d6
男主很温柔的……在这里他认为西宫的存在使得那名同学陷入困境了,582.41900,2019-03-14 09:09:06,b4b50288
这里应该是男主开始希望引起女主的注意  也是赎罪的过激手段而已,660.69900,2019-03-14 09:11:13,b4b50288
你真的体会过被孤立的感觉吗，所有人看你的眼神跟个辣鸡一样都算是轻度的了,1531.40700,2019-03-14 09:36:00,61f7f6c0
怎么去逝的？,4533.21700,2019-03-14 09:45:54,a02f64ea
2019-30-14,6345.26900,2019-03-14 10:00:04,43c63a49
以声之色，塑花之形，将你之名，刻于我心。,6288.04900,2019-03-14 11:08:17,511e2a4f
以声之色，塑花之形，将你之名，刻于我心。,6321.65000,2019-03-14 11:08:56,511e2a4f
2019-3-14,6324.89000,2019-03-14 11:09:22,511e2a4f
刷日期的全部拉出去喂斯大林,266.47800,2019-03-14 11:11:38,7db122be
新人补番,36.68100,2019-03-14 11:26:33,8f52fa7b
♂,3813.57300,2019-03-14 11:54:46,c08c96b6
绿茶,4155.56400,2019-03-14 12:02:40,c08c96b6
********************************,4055.45300,2019-03-14 12:03:38,19c7c66c
婆婆走好,4523.39600,2019-03-14 12:10:40,c08c96b6
我寻思着，这锦鲤不会撑死吗,2123.43200,2019-03-14 12:16:05,458d8c69
。。。,1311.34400,2019-03-14 12:16:22,6eb4d959
弹幕什么鬼？,1317.06400,2019-03-14 12:16:36,6eb4d959
没人吗,1345.87900,2019-03-14 12:17:04,6eb4d959
眯眯眼的都是怪物,4466.01800,2019-03-14 12:27:42,bd451737
辛苦,6235.82000,2019-03-14 12:39:17,458d8c69
？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？,5383.75700,2019-03-14 12:42:35,572c7b51
。。,3540.66800,2019-03-14 12:43:40,e405610d
以声之色，塑花之形，将你之名，刻于我心。,6256.67600,2019-03-14 12:44:33,458d8c69
那个屎黄色头发的洗不白,6175.92800,2019-03-14 12:45:43,19c7c66c
徐乐桐我知道你在看,4206.85300,2019-03-14 12:46:04,ad993086
以声之色，塑花之形，将你之名，刻于我心。,6271.72100,2019-03-14 12:46:56,458d8c69
后面善良不代表他无罪,770.59300,2019-03-14 12:55:53,9944d26d
虽然恶心其他人 但男主就是自作自受,893.91400,2019-03-14 12:57:46,9944d26d
弹幕呢,4576.16400,2019-03-14 13:03:02,e405610d
2019-3-14,5780.20200,2019-03-14 13:20:43,8f52fa7b
我c。。。算了,633.30800,2019-03-14 13:28:22,7ca93875
c,921.47200,2019-03-14 13:37:34,bd34712a
楼上魔鬼啊,1608.34200,2019-03-14 13:46:27,7ca93875
楼上魔鬼啊,1610.04100,2019-03-14 13:46:35,7ca93875
剧透还要我说什么后果么,5546.24900,2019-03-14 13:58:25,a3945741
男主改变很多,3333.95200,2019-03-14 14:04:10,5c4105fd
这里画❌伏笔,78.04600,2019-03-14 14:06:31,944420ad
2019-3-14,5953.66100,2019-03-14 14:20:46,4df0907
每个人都要正视自己,4817.70800,2019-03-14 14:21:13,5c4105fd
请你们螺旋升天,5865.02800,2019-03-14 14:24:21,5262f213
以声之色，塑花之行，将你之名，刻于我心,6301.65600,2019-03-14 14:54:28,6ec72993
2019-3-14,6328.04600,2019-03-14 15:26:09,3f4c573e
？？？？？？？？？？？？？？,4038.41700,2019-03-14 15:33:17,357cc63b
醒醒你刚刚还说你没乱传,4119.70500,2019-03-14 15:34:39,357cc63b
装什么白莲啊,4158.56800,2019-03-14 15:35:17,357cc63b
314,5816.53500,2019-03-14 15:41:28,6eb4d959
你们不要吓我啊，我才一刷，记得把老虚钉稳了,4911.71200,2019-03-14 16:17:59,3a572f4b
2019/3/14 多谢京阿尼款待,6365.52100,2019-03-14 16:22:54,bf3dd04c
2019-3-11,5801.75300,2019-03-14 16:34:48,9bcac4a6
感谢绿色字幕菌，来人，送鸡腿,6227.59900,2019-03-14 16:40:54,3a572f4b
感谢陪伴,6364.70700,2019-03-14 16:43:15,3a572f4b
辛辣甜咸,6250.28300,2019-03-14 16:43:57,fe0f3ff1
Ctrl+w那个，粗来挨打(ಥ_ಥ)！！！,3374.07600,2019-03-14 16:55:55,4461cbed
啊啊啊～,250.85700,2019-03-14 17:28:31,9a2c4c1a
3758-2-2,308.66700,2019-03-14 17:29:29,9a2c4c1a
二刷,175.68000,2019-03-14 17:34:19,3e549778
2019-3-14,6352.87400,2019-03-14 17:39:08,7a9ac998
新人补番,57.01800,2019-03-14 17:47:11,828a9f97
别再洗白了，没意思，这就是现实，真实！对人性还原度很高！,5561.79400,2019-03-14 17:48:40,b19dceff
白色情人节,239.41800,2019-03-14 17:51:24,b1d736f
2019-3-14,6376.06000,2019-03-14 17:57:24,cfc89c6b
就我喜欢黑长直吗,5568.83300,2019-03-14 18:03:17,5ccbf809
好人啊,1776.63700,2019-03-14 18:11:15,cfd417a6
哦耶,2226.47200,2019-03-14 18:16:45,596e24f3
我******,3992.14200,2019-03-14 18:18:32,953f8c6b
我也是，,4190.91000,2019-03-14 18:19:08,5f9bacd5
婆婆走好,4527.45700,2019-03-14 18:24:33,bdf6bc2c
一脸懵,1167.02800,2019-03-14 18:30:43,85923aa1
****(湛江脏话),4020.05100,2019-03-14 18:32:54,a9c34c3
盘他,4039.11900,2019-03-14 18:33:26,a9c34c3
盘他,4039.11900,2019-03-14 18:33:31,a9c34c3
盘他,4039.11900,2019-03-14 18:33:38,a9c34c3
盘他,4039.11900,2019-03-14 18:33:43,a9c34c3
开炮,4039.11900,2019-03-14 18:33:59,a9c34c3
开炮,4039.11900,2019-03-14 18:34:04,a9c34c3
开炮,4039.11900,2019-03-14 18:34:09,a9c34c3
这样的小孩应该上特殊学校的吧,502.21900,2019-03-14 18:38:12,97df2a9f
什么东西?,4146.34600,2019-03-14 18:46:30,e3fb2588
看着有点火大……,772.24600,2019-03-14 19:05:01,6cc9cb63
以声之形，塑花之形，将你之名，刻于我心。,6268.48300,2019-03-14 19:05:04,953f8c6b
以声之形，塑花之形，将你之名，刻于我心。,6280.16300,2019-03-14 19:05:19,953f8c6b
2019314,267.08200,2019-03-14 19:24:28,b895e230
以声之色，塑花之形，将你之名，刻于我心,6305.39200,2019-03-14 19:24:59,c4805f10
2019-3-15,6327.11100,2019-03-14 19:25:36,c4805f10
攒半天喂鱼来了,4178.32300,2019-03-14 19:27:21,9e124e5
同意以暴制暴,1135.71700,2019-03-14 19:28:34,f807a21a
19年3月14的等等我,6322.04500,2019-03-14 19:30:11,54e5d06e
太太我喜欢你啊,4759.57600,2019-03-14 19:30:19,cfd417a6
2019 3 14,5804.19000,2019-03-14 19:32:52,75327251
中年人补番,58.44000,2019-03-14 19:34:26,db7eec1c
2019-3-15,5796.69800,2019-03-14 19:35:22,de58c926
我TM真想打男主小时候,438.73300,2019-03-14 19:39:19,97c678f3
明明有画好看的实力非要把男主画的一般有意思吗,594.00500,2019-03-14 19:42:52,db7eec1c
老子想锤死他，即便后面洗白了吗的B,706.26500,2019-03-14 19:44:21,97c678f3
2019-3-14,6353.24000,2019-03-14 19:44:45,a05e9cdb
孽畜，住手！！！,690.31000,2019-03-14 19:44:54,db7eec1c
（印度脏话）,693.11000,2019-03-14 19:45:07,db7eec1c
（脏话）,698.31000,2019-03-14 19:45:17,db7eec1c
（脏话）,707.71000,2019-03-14 19:45:34,db7eec1c
（脏话）,711.11000,2019-03-14 19:45:39,db7eec1c
